_2011CandidateDonations_Id,UserName,LoginCode,CandidateName_First,CandidateName_Last,CandidateName_Prefix,Electorate,Party,TotalDonationsACD,TotalPartA,TotalPartACalculated,PartATotalsMatch,TotalPartB,TotalPartC,TotalPartDCalculated,PartCTotalsMatch,TotalPartD,TotalPartDCalculated2,PartDTotalsMatch,TotalCandidateExpensesPartsABCD,Part2CandidateExpenses_TotalExpenses,Entry_Status,Entry_DateCreated,Entry_DateSubmitted,Entry_DateUpdated
323,Evie Mcgruddy,d23,Andrew,Williams,,North Shore,NZ First,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$2,138.55","$2,138.55",Submitted,21/11/2024 4:52 AM,21/11/2024 4:52 AM,21/11/2024 4:52 AM
322,Evie Mcgruddy,d23,Asenati,Taylor,,Manukau East,NZ First,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$9,875.86","$9,875.86",Submitted,21/11/2024 4:50 AM,21/11/2024 4:50 AM,21/11/2024 4:50 AM
321,Evie Mcgruddy,d23,Fletcher H,Tabuteau,,Rotorua,NZ First,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$2,004.80","$2,004.80",Submitted,21/11/2024 4:49 AM,21/11/2024 4:49 AM,21/11/2024 4:49 AM
320,Evie Mcgruddy,d23,Kevin,Stone,,Coromandel,NZ First,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$2,939.07","$2,939.07",Submitted,21/11/2024 4:43 AM,21/11/2024 4:43 AM,21/11/2024 4:43 AM
319,Evie Mcgruddy,d23,Gordon,Stewart,,Hamilton East,NZ First,$463.80,$463.80,$463.80,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$5,066.27","$5,066.27",Submitted,21/11/2024 4:42 AM,21/11/2024 4:42 AM,21/11/2024 4:42 AM
318,Evie Mcgruddy,d23,Barbara,Stewart,,Waikato,NZ First,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$1,081.30","$1,081.30",Submitted,21/11/2024 4:38 AM,21/11/2024 4:38 AM,21/11/2024 4:38 AM
317,Evie Mcgruddy,d23,David,Scott,,Ōtaki,NZ First,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$0.00,Submitted,21/11/2024 4:37 AM,21/11/2024 4:37 AM,21/11/2024 4:37 AM
316,Evie Mcgruddy,d23,Tamati,Reid,,East Coast,NZ First,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$0.00,Submitted,21/11/2024 4:35 AM,21/11/2024 4:35 AM,21/11/2024 4:35 AM
315,Evie Mcgruddy,d23,Randall,Ratana,,Dunedin South,NZ First,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$430.00,$430.00,Submitted,21/11/2024 4:30 AM,21/11/2024 4:30 AM,21/11/2024 4:30 AM
314,Evie Mcgruddy,d23,Richard,Prosser,,Waimakariri,NZ First,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$946.24,$946.24,Submitted,21/11/2024 4:29 AM,21/11/2024 4:29 AM,21/11/2024 4:29 AM
313,Evie Mcgruddy,d23,Brent,Pierson,,Rongotai,NZ First,"$1,000.00","$1,000.00","$1,000.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$1,420.00","$1,420.00",Submitted,21/11/2024 4:22 AM,21/11/2024 4:22 AM,21/11/2024 4:22 AM
312,Evie Mcgruddy,d23,Jonathan,Young,,New Plymouth,National Party,"$25,033.97","$25,033.97","$25,033.97",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$15,787.55","$15,787.55",Submitted,21/11/2024 4:01 AM,21/11/2024 4:01 AM,21/11/2024 4:01 AM
311,Evie Mcgruddy,d23,Michael,Woodhouse,,Dunedin North,National Party,"$16,500.00","$16,500.00","$16,500.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$15,986.32","$15,986.32",Submitted,21/11/2024 3:43 AM,21/11/2024 3:43 AM,21/11/2024 3:43 AM
310,Evie Mcgruddy,d23,Maurice,Williamson,,Pakuranga,National Party,"$4,500.00","$4,500.00","$4,500.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$2,322.56","$2,322.56",Submitted,21/11/2024 3:38 AM,21/11/2024 3:38 AM,21/11/2024 3:38 AM
309,Evie Mcgruddy,d23,Kate,Wilkinson,,Waimakariri,National Party,"$25,080.00","$25,080.00","$25,080.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$20,702.01","$20,702.01",Submitted,21/11/2024 3:31 AM,21/11/2024 3:31 AM,21/11/2024 3:31 AM
308,Evie Mcgruddy,d23,Rick,Drayson,,Helensville,New Conservatives,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$41.68,$41.68,Submitted,21/11/2024 2:35 AM,21/11/2024 2:35 AM,21/11/2024 2:35 AM
307,Evie Mcgruddy,d23,Brian,Dobbs,,Waikato,New Conservatives,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$41.68,$41.68,Submitted,21/11/2024 2:34 AM,21/11/2024 2:34 AM,21/11/2024 2:34 AM
306,Evie Mcgruddy,d23,Tim,De Vries,,Waimakariri,New Conservatives,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$955.93,$955.93,Submitted,21/11/2024 2:30 AM,21/11/2024 2:30 AM,21/11/2024 2:30 AM
305,Evie Mcgruddy,d23,Bob,Daw,,Papakura,New Conservatives,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$41.68,$41.68,Submitted,21/11/2024 2:29 AM,21/11/2024 2:29 AM,21/11/2024 2:29 AM
304,Evie Mcgruddy,d23,Ross,Craig,,Whangārei,New Conservatives,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$169.68,$169.68,Submitted,21/11/2024 2:26 AM,21/11/2024 2:26 AM,21/11/2024 2:26 AM
303,Evie Mcgruddy,d23,Colin,Craig,,Rodney,New Conservatives,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$23,303.20","$23,303.20",Submitted,21/11/2024 2:03 AM,21/11/2024 2:03 AM,21/11/2024 2:03 AM
302,Evie Mcgruddy,d23,Gordon,Copeland,,Hutt South,Conservative Party,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$1,905.14","$1,905.14",Submitted,21/11/2024 2:01 AM,21/11/2024 2:01 AM,21/11/2024 2:01 AM
301,Evie Mcgruddy,d23,Michael,Cooke,,Christchurch Central,New Conservatives,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$41.68,$41.68,Submitted,21/11/2024 1:58 AM,21/11/2024 1:58 AM,21/11/2024 1:58 AM
300,Evie Mcgruddy,d23,Kevin Patrick,Campbell,,Hunua,New Conservatives,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$541.68,$541.68,Submitted,21/11/2024 1:53 AM,21/11/2024 1:53 AM,21/11/2024 1:53 AM
299,Evie Mcgruddy,d23,William Ross,Calverley,,Clutha-Southland,New Conservatives,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$41.68,$41.68,Submitted,21/11/2024 1:42 AM,21/11/2024 1:42 AM,21/11/2024 1:42 AM
298,Evie Mcgruddy,d23,Roy,Brown,,Napier,New Conservatives,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$1,128.02","$1,128.02",Submitted,21/11/2024 1:41 AM,21/11/2024 1:41 AM,21/11/2024 1:41 AM
297,Evie Mcgruddy,d23,Mark,Breetvelt,,Taupō,New Conservatives,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$41.68,$41.68,Submitted,21/11/2024 1:19 AM,21/11/2024 1:19 AM,21/11/2024 1:19 AM
296,Evie Mcgruddy,d23,Larry,Baldock,,Tauranga,New Conservatives,"$24,902.25","$24,902.25","$24,902.25",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$24,902.25","$24,902.25",Submitted,21/11/2024 1:11 AM,21/11/2024 1:11 AM,21/11/2024 1:11 AM
295,Evie Mcgruddy,d23,Leighton,Baker,,Christchurch East,New Conservatives,"$9,698.68","$9,698.68","$9,698.68",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$9,698.68","$9,698.68",Submitted,21/11/2024 12:56 AM,21/11/2024 12:56 AM,21/11/2024 12:56 AM
294,Evie Mcgruddy,d23,Nicky,Wagner,,Christchurch Central,National Party,"$19,808.04","$19,808.04","$19,808.04",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$20,116.35","$20,116.35",Submitted,20/11/2024 11:18 PM,20/11/2024 11:18 PM,20/11/2024 11:18 PM
293,Evie Mcgruddy,d23,Louise,Upston,,Taupō,National Party,"$30,500.00","$30,500.00","$30,500.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$19,636.83","$19,636.83",Submitted,20/11/2024 10:56 PM,20/11/2024 10:56 PM,20/11/2024 10:56 PM
292,Evie Mcgruddy,d23,Chris,Tremain,,Napier,National Party,"$6,902.64","$6,902.64","$6,902.64",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$22,774.76","$22,774.76",Submitted,20/11/2024 10:51 PM,20/11/2024 10:51 PM,20/11/2024 10:51 PM
291,Evie Mcgruddy,d23,Anne,Tolley,,East Coast,National Party,"$19,859.46","$19,859.46","$19,859.46",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$15,629.43","$15,629.43",Submitted,20/11/2024 10:09 PM,20/11/2024 10:09 PM,20/11/2024 10:09 PM
290,Evie Mcgruddy,d23,William Lindsay,Tisch,,Waikato,National Party,"$8,320.48","$8,320.48","$8,320.48",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$8,320.48","$8,320.48",Submitted,20/11/2024 10:05 PM,20/11/2024 10:05 PM,20/11/2024 10:05 PM
289,Evie Mcgruddy,d23,Nick,Smith,,Nelson,National Party,"$10,000.00","$10,000.00","$10,000.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$20,416.65","$20,416.65",Submitted,20/11/2024 9:59 PM,20/11/2024 9:59 PM,20/11/2024 9:59 PM
288,Evie Mcgruddy,d23,Scott,Simpson,,Coromandel,National Party,"$21,200.00","$21,200.00","$21,200.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$19,390.62","$19,390.62",Submitted,20/11/2024 9:26 PM,20/11/2024 9:26 PM,20/11/2024 9:26 PM
287,Evie Mcgruddy,d23,Katrina,Shanks,,Ōhāriu,National Party,"$18,352.00","$18,352.00","$18,352.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$14,944.72","$14,944.72",Submitted,20/11/2024 8:54 PM,20/11/2024 8:54 PM,20/11/2024 8:54 PM
286,Evie Mcgruddy,d23,Mike,Sabin,,Northland,National Party,"$28,999.34","$28,999.34","$28,999.34",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$22,717.62","$22,717.62",Submitted,20/11/2024 8:50 PM,20/11/2024 8:50 PM,20/11/2024 8:50 PM
285,Evie Mcgruddy,d23,Tony,Ryall,,Bay of Plenty,National Party,"$9,200.16","$9,200.16","$9,200.16",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$9,199.16","$9,199.16",Submitted,20/11/2024 8:45 PM,20/11/2024 8:45 PM,20/11/2024 8:45 PM
284,Evie Mcgruddy,d23,Eric,Roy,,Invercargill,National Party,"$26,000.00","$26,000.00","$26,000.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$19,102.80","$19,102.80",Submitted,20/11/2024 5:25 AM,20/11/2024 5:25 AM,20/11/2024 5:25 AM
283,Evie Mcgruddy,d23,Jami-Lee,Ross,,Botany,National Party,"$9,727.45","$9,727.45","$9,727.45",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$12,301.99","$12,301.99",Submitted,20/11/2024 4:51 AM,20/11/2024 4:51 AM,20/11/2024 4:51 AM
282,Evie Mcgruddy,d23,Paul,Quinn,,Hutt South,National Party,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$6,380.16","$6,380.16",Submitted,20/11/2024 4:48 AM,20/11/2024 4:48 AM,20/11/2024 4:48 AM
281,Evie Mcgruddy,d23,Hekia,Parata,,Mana,National Party,"$12,600.00","$12,600.00","$12,600.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$20,795.52","$20,795.52",Submitted,20/11/2024 4:46 AM,20/11/2024 4:46 AM,20/11/2024 4:46 AM
280,Evie Mcgruddy,d23,Simon,O'Connor,,Tāmaki,National Party,"$9,022.00","$9,022.00","$9,022.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$15,245.55","$15,245.55",Submitted,20/11/2024 4:30 AM,20/11/2024 4:30 AM,20/11/2024 4:30 AM
279,Evie Mcgruddy,d23,Mark,Mitchell,,Rodney,National Party,"$18,301.87","$18,301.87","$18,301.87",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$18,730.00","$18,730.00",Submitted,20/11/2024 4:27 AM,20/11/2024 4:27 AM,20/11/2024 4:27 AM
278,Evie Mcgruddy,d23,Ian,McKelvie,,Rangitīkei,National Party,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$12,306.56","$12,306.56",Submitted,20/11/2024 4:22 AM,20/11/2024 4:22 AM,20/11/2024 4:22 AM
277,Evie Mcgruddy,d23,Murray,McCully,,East Coast Bays,National Party,"$12,998.00","$12,998.00","$12,998.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$12,998.00","$12,998.00",Submitted,20/11/2024 4:21 AM,20/11/2024 4:21 AM,20/11/2024 4:21 AM
276,Evie Mcgruddy,d23,Todd,McClay,,Rotorua,National Party,"$38,500.00","$38,500.00","$38,500.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$18,716.38","$18,716.38",Submitted,20/11/2024 3:54 AM,20/11/2024 3:54 AM,20/11/2024 3:54 AM
275,Evie Mcgruddy,d23,Tim,Macindoe,,Hamilton West,National Party,"$25,000.00","$25,000.00","$25,000.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$19,950.50","$19,950.50",Submitted,20/11/2024 3:37 AM,20/11/2024 3:37 AM,20/11/2024 3:37 AM
274,Evie Mcgruddy,d23,Peseta Sam,Lotu-Iiga,,Maungakiekie,National Party,"$51,977.38","$51,977.38","$51,977.38",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$21,006.64","$21,006.64",Submitted,20/11/2024 3:33 AM,20/11/2024 3:33 AM,20/11/2024 3:33 AM
273,Evie Mcgruddy,d23,Melissa,Lee,,Mt Albert,National Party,"$18,415.15","$18,415.15","$18,415.15",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$9,879.67","$9,879.67",Submitted,20/11/2024 3:19 AM,20/11/2024 3:19 AM,20/11/2024 3:19 AM
272,Evie Mcgruddy,d23,Colin,King,,Kaikōura,National Party,"$14,500.00","$14,500.00","$14,500.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$10,216.31","$10,216.31",Submitted,20/11/2024 3:16 AM,20/11/2024 3:16 AM,20/11/2024 3:16 AM
271,Evie Mcgruddy,d23,John,Key,,Helensville,National Party,"$11,745.80","$11,745.80","$11,745.80",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$12,522.08","$12,522.08",Submitted,20/11/2024 3:08 AM,20/11/2024 3:08 AM,20/11/2024 3:08 AM
270,Evie Mcgruddy,d23,Nikki,Kaye,,Auckland Central,National Party,"$5,525.04","$5,525.04","$5,525.04",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$21,347.78","$21,347.78",Submitted,20/11/2024 3:02 AM,20/11/2024 3:02 AM,20/11/2024 3:02 AM
269,Evie Mcgruddy,d23,Nikki,Kaye,,Auckland Central,National Party,"$5,525.04","$5,525.04",$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$21,347.78","$21,347.78",Submitted,20/11/2024 2:57 AM,20/11/2024 2:57 AM,20/11/2024 2:57 AM
268,Evie Mcgruddy,d23,Paul,Hutchison,,Hunua,National Party,"$13,907.40","$13,907.40","$13,907.40",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$9,700.28","$9,700.28",Submitted,20/11/2024 2:55 AM,20/11/2024 2:55 AM,20/11/2024 2:55 AM
267,Evie Mcgruddy,d23,Tau,Henare,,Te Atatū,National Party,"$10,872.94","$10,872.94","$10,872.94",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$12,446.21","$12,446.21",Submitted,20/11/2024 1:35 AM,20/11/2024 1:35 AM,20/11/2024 1:35 AM
266,Evie Mcgruddy,d23,Phil,Heatley,,Whangārei,National Party,"$19,696.25","$19,696.25","$19,696.25",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$15,104.49","$15,104.49",Submitted,20/11/2024 1:26 AM,20/11/2024 1:26 AM,20/11/2024 1:26 AM
265,Evie Mcgruddy,d23,John,Hayes,,Wairarapa,National Party,"$5,155.32","$5,155.32","$5,155.32",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$14,921.26","$14,921.26",Submitted,20/11/2024 1:16 AM,20/11/2024 1:16 AM,20/11/2024 1:16 AM
264,Evie Mcgruddy,d23,Joanne,Hayes,,Wairarapa,National Party,"$3,538.00","$3,538.00","$3,538.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$18,192.17","$18,192.17",Submitted,20/11/2024 12:12 AM,20/11/2024 12:12 AM,20/11/2024 12:12 AM
263,Evie Mcgruddy,d23,Claudette,Hauiti,,Māngere,National Party,"$9,015.00","$9,015.00","$9,015.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$8,033.38","$8,033.38",Submitted,19/11/2024 11:55 PM,19/11/2024 11:55 PM,19/11/2024 11:55 PM
262,Evie Mcgruddy,d23,Leonie,Hapeta,,Palmerston North,National Party,"$45,735.18","$45,735.18","$45,735.18",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$22,099.02","$22,099.02",Submitted,19/11/2024 11:51 PM,19/11/2024 11:51 PM,19/11/2024 11:51 PM
261,Evie Mcgruddy,d23,Nathan,Guy,,Ōtaki,National Party,"$33,523.90","$33,523.90","$33,523.90",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$21,506.82","$21,506.82",Submitted,19/11/2024 11:10 PM,19/11/2024 11:10 PM,19/11/2024 11:10 PM
260,Evie Mcgruddy,d23,Tim,Groser,,New Lynn,National Party,"$10,075.00","$10,075.00","$10,075.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$8,590.63","$8,590.63",Submitted,19/11/2024 11:02 PM,19/11/2024 11:02 PM,19/11/2024 11:02 PM
259,Evie Mcgruddy,d23,Jo,Goodhew,,Rangitata,National Party,"$40,000.00","$40,000.00","$40,000.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$21,628.44","$21,628.44",Submitted,15/11/2024 2:48 AM,15/11/2024 2:48 AM,15/11/2024 2:48 AM
258,Evie Mcgruddy,d23,Paul,Goldsmith,,Epsom,National Party,"$9,176.00","$9,176.00","$9,176.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$4,040.05","$4,040.05",Submitted,15/11/2024 2:28 AM,15/11/2024 2:28 AM,15/11/2024 2:28 AM
257,Evie Mcgruddy,d23,Aaron,Gilmore,,Christchurch East,National Party,"$10,015.23","$10,015.23","$10,015.23",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$6,969.05","$6,969.05",Submitted,15/11/2024 2:23 AM,15/11/2024 2:23 AM,15/11/2024 2:23 AM
256,Evie Mcgruddy,d23,Craig,Foss,,Tukituki,National Party,"$15,750.00","$15,750.00","$15,750.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$15,750.00","$15,750.00",Submitted,15/11/2024 2:02 AM,15/11/2024 2:02 AM,15/11/2024 2:02 AM
255,Evie Mcgruddy,d23,Jonathan,Fletcher,,Rimutaka,National Party,"$15,851.00","$15,851.00","$15,851.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$19,116.30","$19,116.30",Submitted,15/11/2024 1:58 AM,15/11/2024 1:58 AM,15/11/2024 1:58 AM
254,Evie Mcgruddy,d23,Christopher,Finlayson,,Rongotai,National Party,"$15,161.36","$15,161.36","$15,161.36",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$7,630.36","$7,630.36",Submitted,15/11/2024 1:55 AM,15/11/2024 1:55 AM,15/11/2024 1:55 AM
253,Evie Mcgruddy,d23,Bill,English,,Clutha-Southland,National Party,"$42,723.00","$42,723.00","$42,723.00",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$15,104.04","$15,104.04",Submitted,15/11/2024 1:51 AM,15/11/2024 1:51 AM,15/11/2024 1:51 AM
252,Evie Mcgruddy,d23,Ivan,Bailey,,New Lynn,New Conservatives,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$41.68,$41.68,Submitted,14/11/2024 8:37 PM,14/11/2024 8:37 PM,14/11/2024 8:37 PM
251,Evie Mcgruddy,d23,Richard,Addis,,Manurewa,New Conservatives,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$41.68,$41.68,Submitted,14/11/2024 8:33 PM,14/11/2024 8:33 PM,14/11/2024 8:33 PM
250,Evie Mcgruddy,d23,Stephen,Whittington,,Wellington Central,ACT,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$0.00,Submitted,14/11/2024 1:36 AM,14/11/2024 1:36 AM,14/11/2024 1:36 AM
249,Evie Mcgruddy,d23,Michael,Warren,,Mana,ACT,$0.00,$0.00,$0.00,No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,$0.00,$0.00,Submitted,14/11/2024 1:35 AM,14/11/2024 1:35 AM,14/11/2024 1:35 AM
248,Evie Mcgruddy,d23,Jacqui,Dean,,Waitaki,National Party,"$13,264.45","$13,264.45","$13,264.45",No,$0.00,$0.00,$0.00,No,$0.00,$0.00,No,"$6,538.57","$6,538.57",Submitted,13/11/2024 4:08 AM,13/11/2024 4:08 AM,13/11/2024 4:08 AM
